abandon oneself to something	to yield to the comforts or delights of something	The children ABANDONED themselves TO the delights of the warm summer day.
coil something up	to roll or twist something into a coil	Maria coiled the strip of stamps up and put them in the little dispenser. Please coil up the rope.

coincide with something	to agree with or match something; [for something] to happen at the same time as something else	This pattern coincides with the pattern we see in the carpet. My birthday sometimes coincides with Thanksgiving Day.

collaborate with something/somebody	to work together on something with someone or a group	I will collaborate with Amy on this research. I was forced to collaborate with a totally uninformed committee.

collapse into something	to fall down into something with suddenness, as if out of energy	She was so tired, she collapsed into the chair. Juan collapsed into a chair and fell fast asleep.
collapse into something	[for someone] to fall into a particular kind of despair	The poor man collapsed into a deep depression. Scott collapsed into his own personal brand of grieving.

collapse under something/somebody	to cave in under the weight of someone or something	The grandstand collapsed under the weight of the spectators. The bridge collapsed from the force of the flood.

collate something with something	to compare or match something with something	Try to collate these figures with that other list. I can't collate these notations with the spreadsheet they go with.

collect for something/somebody !

collect around something/somebody	to gather around someone or something; to accumulate around someone or something	The guests collected around the table that held the birthday cake. The children collected around the birthday boy.

collect on something	to take or receive payment on a debt or promise	I have come to collect on your debt. I will have to assign your account to an agency to collect on this bill.

collect something from somebody	to gather up something from someone; to gather money from someone	I'm here to collect used clothing from you. She is out collecting donations from the neighbors.
collect something from somebody	to take a medical specimen from a person	I am here to collect a urine specimen from the patient. The phlebotomist collected the specimen from Todd and left the room.

collect something up	to gather something up	Collect your things up, and let's go. I collected up all my luggage and left.

collide with something/somebody	to crash with or bump into someone or something	The bus collided with a truck. Maria collided with Alice, but neither was hurt.

collude with something/somebody	to plot or conspire with someone or a group	The CEO colluded with the board of directors in the stock scandal.

colour (color) up	to blush	He COLOURED (COLORED) UP when he was caught stealing from the till.

comb something for something/somebody	to look all over or all through something for a particular person or thing	The police combed the entire neighborhood for the criminals. I combed the entire house for the missing paper.

comb something out of something	to remove substances or knots and snarls from something by combing	I had to comb the gum out of her hair. It took me over an hour to comb out the gum.

comb through something	to look through something, examining it thoroughly	I combed through all my belongings, looking for the lost papers. The vet combed through the dog's coat, looking for tick bites.

combine something against something/somebody	to join something together in opposition to someone or something	We will combine forces against the enemy. Our game plan combined our various talents against the opposite team.

combine something with something	to mix something with something else	I want to combine the red flowers with the pink ones for a bouquet. First, combine the eggs with the sugar.

come about	to happen, occur, to be achieved	The meeting CAME ABOUT because both sides were sick of fighting.

come across	to agree to have sex with someone	I was surprised when she CAME ACROSS on the first night.
come across	to appear, seem, make an impression	The candidate came across as a dynamic person during the interview.
come across	to find by accident	I CAME ACROSS my old school reports when I was clearing out my desk.
come across	to find/meet by chance	Julie came across some photographs of her grandparents in the attic. I came across some of my old photos when I was cleaning my room.
come across	the way other people see you	He CAME ACROSS as shy because he spoke so quietly.
come across something	to find unexpectedly	I came across these old photos when I was tidying the closet.

come after	to follow

come along	to accompany someone	I'm going to the mall - You can come along if you like.
come along	to progress	How's your project coming along.

come apart	to break into pieces	It CAME APART when I tried to lift it off the floor and I had to glue it back together.
come apart	to separate	The top and bottom come apart if you pull hard enough.

come around	I knew he would come around in the end.

come at	to attack; reach, discover

come back	to return	What time are you coming back tonight? Will the good old days ever come back?

come before	to appear in court charged with a crime or offence	He CAME BEFORE the court on charges of speeding.

come by	to acquire	How did you COME BY that Rolex?
come by	to pass, go past, visit; buy, get; to come over; to drop by; to pay a visit; to visit	I'll COME BY after work and see if you need any help. My aunt came by yesterday. He came by last night. What time should I come by?

come down	to fall (price)
come down	to rain	Just look at the rain COMING DOWN! I'm not going out in that.
come down	to travel	When you're next in London, COME DOWN and see us.
come down on	to criticize (heavily)	The management really CAME DOWN ON him for losing the contract. The president really came down on opposition party members for failing to pass the bill.
come down to	to mean, signify
come down with	to fall ill, fall sick with	She CAME DOWN WITH a virus.
come down with	to catch (an illness)	She came down with the flu.
come down with something	to become sick	My nephew came down with chicken pox this weekend.

come forth	to appear	The draft proposal CAME FORTH in April.
come forth with	to provide information	None of the witnesses CAME FORTH WITH an accurate description of the gang.

come forward	to present oneself	The police have asked any witnesses to come forward.
come forward	to volunteer for a task or to give evidence	The woman came forward with her husband's finger prints.

come from	to country or town where you were born	She COMES FROM Somalia. He comes from Egypt.
come from somewhere	to originate in	The art of origami comes from Asia.

come in	to arrive for flights	The plane CAME IN at two-thirty in the morning. Can't you just come in for a few minutes?
come in	to place or ranking in a competition, etc.	I did my best but CAME IN last but one in the race.
come in	to receive news, enter, be received; prove to be	Reports are just COMING IN of an assassination attempt on the President.
come in for	to receive, be object of (criticism)
come in out !

come into	to be important or relevant	Money doesn't COME INTO it; I simply will not do it under any circumstances.
come into	to inherit	She CAME INTO a lot of money when her grandmother died.

come of !

come off	to be successful	I was surprised when the plan CAME OFF so easily.
come off	to become detached
come off	when something breaks off	I picked it up and the handle CAME OFF in my hand.

come on	to encouragement	COME ON; don't give up now when you're so close to finishing.
come on	to start an illness	I've got a bit of a headache. I hope it doesn't mean I've got flu COMING ON.
come on	to start functioning (machines, etc.)	The central heating COMES ON automatically an hour before I have to get up.

come out	a secret is revealed	The details of the scandal CAME OUT in the press and she had to resign.
come out	to be published or otherwise available to the public	The band's new CD is COMING OUT in September.
come out	to become known, be published; be removed (stain)
come out	to disappear when washed	The red wine I spilt just will not COME OUT of the carpet no matter what I try to clean it with.
come out	to let people know that you are lesbian or gay	She CAME OUT at university and has been living with her partner, Jane, for the last couple of years.
come out	to release (a book, CD, etc.)	The Killers are coming out with a new CD.
come out	to reveal to others that one is gay or lesbian	He came out to his parents last summer.
come out	when the sun appears	It started cloudy, but then the sun CAME OUT and we all went to the park.
come out for something/somebody	to announce or reveal that one supports someone or something	The defense lawyers all came out for the judge's ruling. Roger came out for Lynn, who was running for mayor. I thought the mayor would come out in favor of more public housing.
come out in	to have a rash or similar skin problem	She CAME OUT IN a nasty rash after touching the poisonous plant by mistake.
come out with	to make something available	They have just COME OUT WITH a new version.
come out with	to say something publicly and unexpectedly	She CAME OUT WITH the answer when everyone was expecting it to remain unsolved.
come out/up !

come over	to come from a distance	Why don't you come over next weekend?
come over	to feel strange	I CAME OVER all faint and weak because my sugar level was too low. (British).

come round	to become conscious, wake up from anesthetic; recover consciousness	She CAME ROUND and learned that the operation had been a complete success.
come round	to change your opinion	Ate first she didn't like the idea, but she CAME ROUND to our way of thinking in the end.
come round	visit somebody

come through	to arrive (messages and information)	News is COMING THROUGH of a major accident on the M25, where freezing fog has been making driving conditions extremely dangerous.
come through	to communicate an emotion	The anger she felt COMES THROUGH.
come through	to produce a result	They promised they'd do it, but they haven't COME THROUGH yet.
come through with	to provide something needed	He didn't COME THROUGH WITH the money and they went bust.

come to	to amount to; arrive/reach a place
come to	to become conscious, wake up from anesthetic; to regain consciousness	She CAME TO an hour after the operation.
come to	to result in	The two men started arguing but they soon CAME TO blows and started fighting in earnest.
come to (somebody's or something's) !

come under !

come up	to appear; to be mentioned/discussed; (problem) arise	I'll be late home tonight because something's COME UP at work has to be ready for tomorrow morning.
come up	to rise (the sun)	The sun CAME UP just as we reached the outskirts of the town.
come up	to be raised (as a topic/issue during a conversation)	That issue never came up during out conversation.
come up against	to be faced with or opposed by; to be faced with (problems)	The project came up against a lot of criticism.
come up against	to encounter problems or difficulties (a problem, an opponent, etc.)	They CAME UP AGAINST a lot of opposition to their plans for an out-of-town supermarket development.
come up to	to match (a standard)
come up with	to think of a solution, excuse, etc.	Nobody could COME UP WITH a satisfactory explanation for the accident.
come up with (something)	to produce or create (an idea, a plan)	The writer came up with a great plot for his new book.

come upon	find/meet by chance	I CAME UPON the book in a little second-hand bookshop in Dorset.

come within !

comfortable with something/somebody

commence with something/somebody	to start a procedure affecting a number of people or things by choosing a particular person or thing first	Each meeting commences with a reading of the minutes of the last meeting. The doctor interviews with Lynn and took everyone else in the order in which they had arrived.

commend somebody for something	to praise someone for doing something	The committee commended Ralph for his good work.

commend something/somebody to something/somebody	to recommend or speak well of someone to someone or a group	I commend Walter to your organization. He would make a fine employee. We commended your organization to Martha, who may wish to become a member.

comment about something/somebody	to make a remark about someone or something	There is no need to comment upon this event. Please don't comment on Liz's problems.
comment on	The teacher commented on the effect of the election on the economy.

commiserate with somebody	to share one's misery with another person who is also miserable	I stopped by Bruce's house to commiserate with him on being laid off.

commit oneself on something	to agree to something; to promise or pledge to do something	I'm sorry, but I can't commit myself on this matter until I know more details.

commit oneself to something	to agree to something; to promise or pledge to do something	Yes, I will commit myself to the repair of the door frame. Will you commit yourself to finishing on time?
commit oneself to something	to promise to support and assist something	I can't commit myself to your cause at the present time. Maybe next month when I am less busy. She committed herself to being there on time.
commit oneself to something/somebody	to devote oneself to someone or something; to be faithful to someone or something	He committed himself to his wife. She settled down and committed herself to her job.
commit something/somebody to something	to pledge or assign someone or something to something	The boss committed Ralph to the task. I cannot commit any more money to your project.
commit to memory something	to make yourself remember something	I haven't got a pen to write down your phone number. I'll just have to commit it to memory.
commit to memory something	to marry or enter into an exclusive relationship with another person	Jane says she loves me, but she's not ready to commit to any one person. If you can't commit to me, then this relationship is over.
commit to memory something	to study something in order to make yourself remember it	If you want to learn a language well, you have to commit to memory long lists of vocabulary and grammatical rules. The boys read the holy book several times, committing it to memory.

commit something/somebody for something	to promise someone or something for a particular purpose or time	I can't commit myself for Friday night. We are unable to commit any more funds for your project.

commune with something	to experience wordless or spiritual communication with something	She went on long walks to commune with nature. He enjoyed going off on a retreat to commune with his inner self.

communicate about something	He communicated with his teacher about his grade.

communicate something to somebody	to say or write something to someone; to tell someone something	Will you please communicate my regards to her? I intend to communicate your request to the front office this morning.

communicate with somebody	He communicated with his teacher about his grade.
communicate with somebody	to correspond or talk with a person	I have to communicate with Wally first. As soon as I have communicated with Fred, I can give you an answer.
communicate with somebody	to make oneself understood with a person (Often used with a negative)	I just don't seem to communicate with Sam, no matter what I do. We just can't seem to communicate with each other.

commute between !

commute from some place	to travel to work from some place	I commute from way out in the country. Betty commutes from only a few miles away and will be here very soon.

commute something into something	to change something into something	No one, as it turns out, can commute lead into gold. I had hoped to commute this argument into a sensible discussion, but it is hopeless.

compare (something) to/with (something else)

compare notes on something/somebody	to share observations on someone or something	We took a little time to compare notes on our ancestors and have discovered that we are cousins.

compare something/somebody to something/somebody	to liken people or things to other people or things; to say that some people or things have the same qualities as other people or things (See the comment at compare someone or something with someone or something)	l can only compare him to a cuddly teddy bear. He compared himself to one of the knights of the round table.

compare something/somebody with something/somebody	to consider the sameness or difference of sets of things or people (This phrase is very close in meaning to compare someone or something to someone or something, but for some connotes stronger contrast)	Let's compare the virtues of savings accounts with investing in bonds. When I compare Roger with Tom, I find very few similarities. Please compare Tom with Bill on their unemployment records.
compare with/to	Please compare Clinton's presidency with Reagan's. He compared the food in the cafeteria with his mother's cooking.

compel somebody to do something	to force someone to do something; to drive someone to so something	You can't compel me to do that. She compelled herself to try, even though she was ill.

compensate for something	to counterbalance or counteract something; to make up for something	Your present kindness will not compensate for your previous rudeness.
compensate somebody for something	to pay someone [back] money for something	Don't worry. I will compensate you for your loss. Let us compensate you for your expenses.

compete against somebody	to contend against someone; to play against someone in a game or contest	I don't see how I can compete against all of them. She refused to compete against her own brothers.
compete against something	to struggle against something; to seem to be in a contest with something	It was hard to be heard. I was competing against the noise of construction. Please stop talking. I do not wish to compete against the audience when I lecture.

compete for something/somebody	to contend against or contest [someone] for someone or something; to struggle for someone or something [against a competitor]	They are competing for a lovely prize. Ed and Roger are competing for Alice's attention.

compete in something	to enter into a competition	I do not want to compete in that contest. Ann looked forward to competing in the race.

compete with something/somebody	to contend against someone, something, or a group; to play in a competition against someone, something, or a group	I can't compete with all this noise. We always compete closely with our crosstown rivals, Adams High School.

compile something from something	to make up something from something; to collect and consolidate something from something	She compiled a book of poetry from verses written by her friends. Lynn compiled a picture book from family photographs going back almost a century.

complain about	He complains about getting old. The students complained about the food in the cafeteria.
complain about something/somebody	to protest someone or something; to grouch about someone or something	Oh, stop complaining about the weather. You are always complaining about me.

complain of something	to moan and suffer from a disease; to report the symptoms of a disease or health condition	Kenneth complained of a headache and general weakness. The patient was complaining of a headache.

complain to (somebody) about (something)

compliment somebody on something	The teacher complimented Maria on the good work she did on the examination.
compliment somebody on something	to say something nice to someone about something connected to that person	I was pleased with Alice's work and complimented her on it. They complimented me on my new tie.

comply with something	to conform to something; to obey guidelines or regulations; to agree to something	I hope you decide to comply with our rules. I am happy to comply with your request.

comport with !

compose of

compound something with something	to unite some substance with another; to mix something with something else	Can this unpleasant medicine be compounded with something to make it palatable?

compress something into something	to form something into a shape by applying pressure	He compressed the mass of paper into a tight ball. The clay was compressed into the shape of a brick upon the application of pressure to the mold.
compress something into something	to squeeze or press something into something, such as a mold or container	We compressed the tomatoes into the jar. I cannot compress any more clothing into the suitcase.

comprised of something/somebody	to made up of someone or something (The use of of after comprise is regarded as bad grammar by some)	The committee was comprised of representatives from all areas. The dessert was comprised of a number of different delicious substances.

compromise on something/somebody (with somebody)	to reach agreement with someone on a disputed matter concerning someone or something; to make concessions to someone on some point concerning someone or something	I intend to compromise on this matter with them. Are you going to compromise with me on this issue?

compute something at something	to calculate the total of something to be a certain figure	I compute the total at nearly three thousand dollars. The tax department computed the penalty at an enormous amount.

conceal something/somebody from something/somebody	to hide someone or something from someone or something	Are you trying to conceal something from me? I cannot conceal Roger from the police. Wecould notconceal the present from mom.

concede something to something/somebody	to yield something to someone or a group; to grant something to someone or something	At midnight, Ronald conceded the election to his opponent.
concede to something/somebody	to yield to someone or a group; to give in to someone or a group	In the end we conceded to the demands of the petition. I will not concede to you.

conceive of something/somebody	to think of or invent the notion of someone or something	Who on earth ever conceived of doing this? Edison conceived of many very useful things that we now use every day.
conceive of something/somebody as something/somebody	to think of someone as being someone else; to think of something as being something else	I can't conceive of you as a pilot. I can conceive of this grassy spot as a very interesting setting for a cottage.

concentrate (up)on something/somebody	to focus one's thinking on someone or something; to think intensely about someone or something (Upon is formal and less commonly used than on)	Please concentrate upon Jeff. He is the one we should discuss. Try to concentrate on your work more.

concentrate at some place	to gather thickly at a place	The moths concentrated at the window at night, attracted by the light. All the thirsty children concentrated at the water fountain.

concentrate something on something/somebody	to focus something on someone or something; to center on someone or something	I concentrate on getting experience. I want to concentrate on my major. Let's try to concentrate our efforts on finishing this job today. She concentrated her attention on Lynn.

concentrate something/somebody at something	to cause people or things to gather at a place; to cause people or things to convene or converge at a place	You shouldn't concentrate all the guards at one entrance. The general concentrated all the big guns at the entrance to the valley.

concern about/with something/somebody	to turn one's thoughts and consideration to someone or something	I hope you will concern yourself over your work a little more. Please don't concern yourself about me. I'll do okay.

concern somebody in something	to bring someone into some matter; to engage someone in something; to occupy someone with something	Don't concern Dave in our party planning. He doesn't know anything about entertaining. The wrong committee was concerned in this from the very beginning.

concern somebody with something/somebody	to busy someone with someone or something; to worry someone with thoughts of someone or something	I hope Jennifer does not concern herself with this matter. Try to concern him with something other than his work.

concur on something/somebody (with somebody)	to agree with someone about someone or something	I certainly do concur on this matter with all of you. I concur with you on Tom. We concurred with the committee on you as our choice for the job. We concurred on the plans with the council.

condemn somebody as something	to blame or judge someone as being something bad	The team condemned Larry as a traitor. Max was condemned as a common thief.

condemn somebody for something	to blame or judge someone for something or for having done something	I really can't condemn her for doing it. I would have done the same too. Don't condemn yourself for the accident. It was no one's fault.

condemn somebody to something	[for a judge] to sentence someone to something; to relegate someone to a particular punishment	By confessing, he condemned himself to many years in prison. I don't want to condemn you to a life of unpleasantness.

condense something (in)to something	to compress or reduce something to something; to shrink or abridge something into a smaller version	Condense this into half its original volume. You should condense this novel to a short story.

condescend to do something	to agree to do something that is humbling or belittling	I will not condescend to respond to that remark. "Will you condescend to join us for dinner?" teased Bob.
condescend to somebody	to talk down to someone; to treat people as if they were below oneself; to patronize someone	Please do not condescend to me. There is no need to condescend to the children. They are just small, not stupid.

condition something/somebody to something	to train or adapt someone or an animal to do something	I conditioned the dog to beg for a treat. Over the years, he had conditioned himself to run for hours at a stretch.
condition something/somebody to something	to train or adapt someone or an animal to something	We could never condition the cat to the finer points of domestication. I conditioned myself to the extreme cold.

conduct somebody away (from something/somebody)	to lead someone away from someone or something	The usher conducted the gentleman away from the front of the auditorium. Can you conduct Fred away from the area? Please conduct him away.

conduct somebody into something	to lead someone into something or some place	The usher conducted the gentleman into the hall. The host was pleased to conduct in the guest of honor.

conduct somebody out of something	to lead someone out of something or some place	The usher conducted the gentleman out of the hall. The cop conducted out the gang of rowdy youths.

confer on something/somebody (with somebody)	to discuss someone or something	Let us confer on this matter with the headmaster. I want to confer with you on how to handle the problem. I need to confer with you about Walter.
confer something (up)on somebody	to grant something, such as an academic degree, to someone, usually in a ceremony (Upon is more formal than on)	The university conferred an honorary degree upon her. They conferred degrees on 300 graduates this year.

confess something to somebody	to admit something to someone; to admit having done something to someone	Tom confessed his involvement to the boss. Max confessed to the police.
confess to (something)	to admit having done something	He will not confess to the crime. In the end, Max confessed to it.

confide in somebody	to trust someone with one's secrets or personal matters	Sally always confided in her sister Ann. She didn't feel that she could confide in her mother.
confide something in somebody	to tell a secret or private matter to someone, trusting that the person will not reveal the secret	I learned not to confide anything secret in Bob. Tom really needed to confide his inner fears to someone.

confine (somebody or an animal) within something	to contain someone or an animal within something	We were unable to confine the dog within the yard. Could you confine all your car-repair mess within the garage?

confine somebody or an animal to something	to limit someone or an animal to a particular place; to imprison someone or an animal in a particular place	Would you please confine the dog to the basement? She confined herself to the small room for over a year because of her fear of crowds.
confine something to something/somebody	to limit something or the doing of something to a person or a thing	Please try to confine your comments to John. Can we confine tonight's discussion to the agenda?

confirm somebody in something	to perform a religious rite that ties one more closely to one's religion	They confirmed her in the church this morning.

confiscate something from something/somebody	to seize or impound something from someone or a group	The police confiscated all the stolen property from the suspect's garage. The clean confiscated the beer from the dormitory.

conflict with something	to clash with something (Does not refer to fighting)	This date conflicts with my doctor's appointment. As far as I can tell, the date you suggest does not conflict with anything.

conform to something	to agree with or behave within guidelines or regulations	I hope that your policies will conform to our guidelines. Does my casual dress conform to your regulations?

conform with something	to match or agree with a model, plan, or set of specifications (Compare this with conform to something)	Does this part conform with the specifications? This one conforms with them quite well.

confront somebody with something	to face someone with incriminating evidence, charges of wrongdoing, or criticism	The angry husband confronted his wife with the evidence of her financial irresponsibility. The police confronted Wilson with the witness's statement.

confuse (somebody) with (somebody else)	to mix someone up with someone else; to mistake someone or something with something else	I'm afraid you have confused me with my brother. Don't confuse the old ones with the new ones.
confuse somebody or an animal with something	to use something to bewilder or confuse someone or an animal	You have confused me with your clever talk. You confused the dog with your orders.

confuse somebody about something	to cause someone to be puzzled or bewildered about something	She confused me about the time of the concert. I wish you wouldn't confuse me about those things.

congratulate (somebody) for/on ([doing] something)

congratulate on	We congratulated them on getting married.
congratulate somebody (up)on something	to compliment or wish happiness to someone because of something (Upon is formal and less commonly used than on)	I want to congratulate you on your recent success. I congratulate you on your new job!
congratulate somebody on something	The teacher congratulated all the students on their final reports.

conjecture on something	to speculate on or guess about something	I will not even conjecture on the outcome. Dave conjectured on what might happen next.

conjure up	to create a picture or memory in someone's mind	It CONJURES UP memories of my school days.
conjure up	to create something without many resources	I had to CONJURE UP a full weekend's entertainment for the visitors with no notice at all.

conk out	(always conk out;) [for something] to break down; to quit running	My car conked out finally. I hope my computer doesn't conk out.
conk out	(from years ago;) to fall asleep	I conked off about midnight. I was so tired that I nearly conked off. I was afraid I would conk out while I was driving.
conk out	to fall fast asleep; to go to sleep very quickly	I was exhausted and CONKED OUT on the sofa. I was so tired, I conked out on the couch and never even made it into bed.
conk out	to stop or fall asleep (from exhaustion)	He was so exhausted, he conked out in front of the TV.
conk out	to suddenly breakdown or stop working	The car conked out on the motorway. The printer CONKED OUT so I couldn't get a hard copy.
conk out	to stop working or fail suddenly (Usage notes: usually said about a machine or engine)	My radio conked out again, so I couldn't hear the weather reports.

connect (up) to something	to attach to something; to attach or link something to some electrical device or electrical signal	When we finish the house, we will connect up to the utilities. We have to connect to the Internet ourselves.

connect (up) with something/somebody	to form an association with someone or a group (The up is informal)	Let's connect up with some other people and form an organization through which we can express our views. We need to connect with like-minded people that can help us with our problems.
connect (up) with something/somebody	to meet with someone or a group; to communicate with someone or a group, especially over the telephone	I tried to connect up with Bob over the phone, but I could never reach him. We could not connect with the council to discuss these matters.
connect (with somebody)	to meet someone; to talk to someone on the telephone	Let's try to connect on this matter tomorrow. We finally connected and discussed the matter fully over dinner.

connive at something (with somebody)	to scheme at something (with someone); to plot something (with someone)	Are you conniving at something with Ronald? Are you and Ronald conniving with Tom at something I should know about? Stop conniving with people!

conscript somebody into something	to call someone into military service; to draft someone	The war-torn country was even conscripting children into the army. Fred was conscripted into the army.

consecrate something/somebody to God	to pledge someone to the service of God; to dedicate something to the glory or service of God	They consecrated the new church building to the glory of God.

consent to something	to agree to permit something to happen	I will not consent to your marriage. There is no need for you to consent to anything. My advisor consented to my plan.

consider somebody for something	to think about offering someone a job, office, or other responsibility	Would you consider David for the job? I could not possibly consider you for the position.

consign something to something/somebody	to assign something for shipment to a place	Bill consigned this batch to Denver.
consign something to something/somebody	to entrust something to someone, something, or some place	We consigned all the toughest assignments to our top employees. What shipping company should we consign these boxes to?

consist of something/somebody	to include people or things; to be made up of people or things	Grammar consists of syntax, morphology, semantics, and phonology. Water consists of hydrogen, oxygen, and a few other elements. This bread consists of flour, water, sugar, oil, and yeast. The U.S. Senate consists of two elected officials from each state.

console somebody on something	to comfort someone about something	I want to console you on your recent loss. They consoled Fred on the continuing difficulties he was having.

console somebody with something	to use something to comfort someone	We consoled her with a sympathy card and flowers. He sat down and consoled himself with a beer or two.

consort with somebody	to associate with someone	It is said that she consorts with thieves. No one worth anything would consort with Max.
consort with somebody	to have sex with someone	Over the years it is rumored that she consorted with numerous young men.

conspire with somebody (against something/somebody)	to join with someone in a plot against someone or something else	The CEO conspired with the board of directors against the stockholders. Ed conspired with Sam against the plan.

constrain somebody from doing something	to prevent someone from doing something; to hold someone back from doing something	I hope this doesn't constrain you from trying out for the play. His handicap did not constrain him from finishing the race.

construct something from something	to build something using something	Do you want to construct the house from wood? Shall we construct the building out of stone?

consult (with) somebody (about something/somebody)	to ask someone about someone or something	Please consult with me about all your plans. You should consult the architect about your needs. Please consult with me first.

contaminate something/somebody with something	to get someone or something dirty with something; to pollute someone or something with something	Something in the hospital contaminated the patient with a serious infection. The campers learned not to contaminate the outdoors with anything they carried in.

contend against something/somebody	to fight or compete against someone or something	Do we have to contend against all this criticism? Ed refuses to have to contend against Eric.

contend with somebody (for something)	to fight someone for something; to compete with someone to win something	I don't want to have to contend with Sally for the award. I don't want to have to contend for the job with Ed.

content with something/somebody !

continue by doing something	to keep going by starting to do something else or the next step	You are doing very well in this piano lesson. Please continue by playing the other sonata. After the interruption, Wally continued by explaining his position on the trade negotiations.

continue on	He continued on sleeping all day.

continue with something	to keep doing whatever was being done before	Oh, please continue with your discussion. Do you mind if I continue with my knitting as we talk?

contract in	to become involved or committed to something	Since it started, many companies have CONTRACTED IN to lend their support.

contract out	to give a contract for a service outside the company you work for	They have CONTRACTED OUT their catering services to save money.
contract out of	to formally leave and agreement	I CONTRACTED OUT OF the deal years ago.
contract something out	to make an agreement with someone to do a specific amount of work (Rather than doing it oneself or in one's own place of business)	I will contract this out and have it done by consultants. I contracted out this kind of job the last time.

contract with somebody (for something)	to make an agreement with someone to produce or supply something, or to do something	I will have to contract with an expert for that part of the project. We contracted with a local builder for a new kitchen. Did you contract for plumbing work with Eric?

contrast (something/somebody) with (something/somebody else)	to examine people or things in a way that will show their differences	Contrast Sally with Sam, for instance, to see real differences. Contrast the busy geometry of a Gothic cathedral to the simple lines of an old Saxon castle.
contrast with something/somebody	to be different from someone or something	Bill's cheery attitude really contrasts with the gloom of his twin brother, Bob. This stiped tie really contrasts with that polka-dot shirt.
contrast with something/somebody	[for a color or pattern, etc.] to show a marked difference with or complement another	The black one contrasts nicely with the white one.

contribute something (to somebody) (for something/somebody)	to donate something to someone for the benefit of someone or something	I hope you will contribute at least a dollar to Mary for Tom's birthday present. Will you contribute a dollar for Tom to Mary when she comes around? Can you contribute a dollar for the gift?
contribute to something	to add to or exacerbate something	The dry weather contributed to the failure of the crops.
contribute to something	to donate something to some cause	Please contribute to the fund for the needy.

convalesce from something	to recuperate from a disease, operation, or injury	I spent three weeks in bed convalescing from the flu. Donna needed some time to convalesce from her surgery.

converge (up)on something/somebody	to gather near or around someone or something (Upon is formal and less commonly used than on)	Everyone converged on the wounded sailor. The shoppers converged on the store as it opened for the big sale.
converge (up)on something/somebody	to meet on someone or something; to grow together so as to focus on someone or something (Upon is formal and less commonly used than on)	Even political enemies converged on the matter of simplifying the tax code. Our discussions converged on Eric.

converse with somebody (about something/somebody)	to talk about someone or something	Please converse with Ted about that. I need to converse about last night with you. The principal needs to converse with you.

convert from something (into something)	to change from one thing into another	We converted from oil to natural gas to heat our house. I had hoped he would convert from an impatient youth into a relaxed gentleman. He did not.
convert something/somebody (from something) (into something)	to change someone or something from something into something else	Can we convert you from a meat eater into a vegetarian? Would you be willing to convert your oil furnace to a gas one?

convey something (from something/somebody) (to something/somebody)	to carry or transport something from someone or something to someone, something, or some place	I conveyed the box from the table to the basement. Please convey every good wish from those of us in the Midwest to those on the East Coast. Would you convey my blessings to the newlyweds?

convict somebody of something	to pronounce someone guilty of something	In the end, they convicted her of theft. The police wanted to convict Max of the crime.

convince somebody of something	to persuade someone that something is true	You will never convince me of what you say. I will probably convince myself of the need to find a better job. Michael convinced his teacher of the correctness of his answer on the test. He convinced his teacher to change his grade.

convulse somebody with something	to cause someone to quake or jerk because of pain or emotion (Can be physical or figurative; see examples)	He convulsed with abdominal pain from something he ate. The audience was convulsed with laughter.

cook (something) out	to cook food out of doors	Shall we cook out some chicken tonight? Yes, let's cook out.

cook something to !

cook something up (with somebody)	to arrange or plan to do something with someone (The something is usually the word something; See also cook something up)	I tried to cook something up with Karen for Tuesday. I want to cook up something with John. Let's see if we can cook something up.
cook up something	to invent something to produce a result you want (Usage notes: often cook up means to invent something that is dishonest or illegal)	Freddy cooked up a great story so that Jane wouldn't know she was on her way to a surprise party for her birthday. I'd like to find out who cooked this scheme up.

cool down	to become calm	It took me ages to COOL DOWN after the argument. It began to cool down after the thunderstorm.
cool down	to get cooler	I left the tea for a minute until it had COOLED DOWN enough to drink.
cool down	to stop feeling angry	After the girls were kept apart for a while, tempers cooled down and the shouting stopped. I was really angry, so I left the house and took a walk to cool off.
cool somebody down	to cool someone by reducing the heat or applying something cold	Here, have a cold drink. Cool yourself down. The ice finally cooled down the feverish child. We need to cool off the pudding in a hurry.
cool somebody down	to reduce someone's anger (Reducing the "heat" of anger)	I just stared at him while he was yelling. I knew that would cool him down. The coach talked to them for a long time. That cooled them off.
cool somebody down	to reduce someone's passion or love (Reducing the "heat" of passion)	When she slapped him, that really cooled him down. Seeing Mary was too intense, so Bill cooled himself off by breaking it off for a while.

cool off	to let one's anger die away (As the "heat" of anger declines)	I'm sorry I got angry. I'll cool off in a minute. Cool off, Tom. There is no sense getting so excited.
cool off	to let one's passion or love die away (As the "heat" of passion declines)	Ted: Is Bob still in love with Jane? Bill: No, he's cooled off a lot.
cool off	to lose or reduce heat	I wish my soup would cool off. I'm hungry. It'll cool down this evening, after dusk.

cool somebody out	to calm someone; to appease someone	Cool yourselves out, you people. We gotta be sensible. The manager appeared and tried to cool out everybody, but that was a waste of time.

